sample_number,species_field,species_confirmed,Latitude,Longitude,leaf_age,biological_rep,site_revised,date
T101,teltru,teltru,-42.88596,147.22224,old,3,TAS_Mt_Wellington,150303
T102,teltru,teltru,-42.88596,147.22224,sen,3,TAS_Mt_Wellington,150303
T170,teltru,teltru,-42.8358,146.37903,mid,1,TAS_Frodshams_Pass,150307
T169,teltru,teltru,-42.8358,146.37903,new,1,TAS_Frodshams_Pass,150307
T171,teltru,teltru,-42.8358,146.37903,old,1,TAS_Frodshams_Pass,150307
T172,teltru,teltru,-42.8358,146.37903,sen,1,TAS_Frodshams_Pass,150307
T174,teltru,teltru,-42.8358,146.37903,mid,2,TAS_Frodshams_Pass,150307
T173,teltru,teltru,-42.8358,146.37903,new,2,TAS_Frodshams_Pass,150307
T175,teltru,teltru,-42.8358,146.37903,old,2,TAS_Frodshams_Pass,150307
T176,teltru,teltru,-42.8358,146.37903,sen,2,TAS_Frodshams_Pass,150307
T178,teltru,teltru,-42.8358,146.37903,mid,3,TAS_Frodshams_Pass,150307
T177,teltru,teltru,-42.8358,146.37903,new,3,TAS_Frodshams_Pass,150307
T179,teltru,teltru,-42.8358,146.37903,old,3,TAS_Frodshams_Pass,150307
T180,teltru,teltru,-42.8358,146.37903,sen,3,TAS_Frodshams_Pass,150307
KG094,xylpyr,xylpyr,-33.67856,151.14825,mid,1,NSW_Kuringai_bottom,140612
KG095,xylpyr,xylpyr,-33.67856,151.14825,new,1,NSW_Kuringai_bottom,140612
KG093,xylpyr,xylpyr,-33.67856,151.14825,old,1,NSW_Kuringai_bottom,140612
KG092,xylpyr,xylpyr,-33.67856,151.14825,sen,1,NSW_Kuringai_bottom,140612
KG110,xylpyr,xylpyr,-33.67856,151.14825,mid,2,NSW_Kuringai_bottom,140613
KG111,xylpyr,xylpyr,-33.67856,151.14825,new,2,NSW_Kuringai_bottom,140613
KG109,xylpyr,xylpyr,-33.67856,151.14825,old,2,NSW_Kuringai_bottom,140613
KG108,xylpyr,xylpyr,-33.67856,151.14825,sen,2,NSW_Kuringai_bottom,140613
KG130,xylpyr,xylpyr,-33.67856,151.14825,mid,3,NSW_Kuringai_bottom,140617
KG131,xylpyr,xylpyr,-33.67856,151.14825,new,3,NSW_Kuringai_bottom,140617
KG129,xylpyr,xylpyr,-33.67856,151.14825,old,3,NSW_Kuringai_bottom,140617
KG128,xylpyr,xylpyr,-33.67856,151.14825,sen,3,NSW_Kuringai_bottom,140617
QL281,xylsco,xylsco,-18.29731,145.48898,mid,1,QLD_Princess_Hill,150819
QL280,xylsco,xylsco,-18.29731,145.48898,new,1,QLD_Princess_Hill,150819
QL282,xylsco,xylsco,-18.29731,145.48898,old,1,QLD_Princess_Hill,150819
QL284,xylsco,xylsco,-18.29731,145.48898,mid,2,QLD_Princess_Hill,150819
QL283,xylsco,xylsco,-18.29731,145.48898,new,2,QLD_Princess_Hill,150819
QL285,xylsco,xylsco,-18.29731,145.48898,old,2,QLD_Princess_Hill,150819
QL287,xylsco,xylsco,-18.29731,145.48898,mid,3,QLD_Princess_Hill,150819
QL286,xylsco,xylsco,-18.29731,145.48898,new,3,QLD_Princess_Hill,150819
QL288,xylsco,xylsco,-18.29731,145.48898,old,3,QLD_Princess_Hill,150819
RH033,,0,0,0,,,NSW_Round_Hill,150405
RH032,,0,0,0,,,NSW_Round_Hill,150405
YG198,,0,0,0,,,0,
T388,,0,0,0,,,0,
T216,,0,0,0,,,0,
KG002,,0,0,0,,,NSW_Kuringai_top,
